Trial,1,Sim Type,5,Distance Weight,1,Random Seed,15,Min Iterations,4000,Distance cost,0.6564161648985269,Manip Cost,0.18339288430897444,Total cost,0.6235953566536006,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.783914249e-11,0.07636892186755777,0.07476452539593059,0.0,0.039050602172529425,0.03826656604666589,0.03373732245841446,0.039591399427733334,0.03984442635613031
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.013,0.025,0.028,0.013
Total Cost,0.0,0.04962,0.09924,0.14886,0.19848,0.2481,0.29772,0.34734,0.39695,0.44657,0.49619,0.54581,0.55858,0.5831,0.61063,0.6236
Total Cost,0.0,0.04962,0.09924,0.14886,0.19848,0.2481,0.29772,0.34734,0.39695,0.44657,0.49619,0.54581,0.56491,0.59507,0.61415,0.62795,0.63927
Joint 0: ,-0.3,-0.264,-0.076,0.159,0.293,0.295,0.329,-0.015,0.252,0.239,0.48,0.546,0.721,0.657,0.509,0.751,0.536
Joint 1: ,0.3,0.258,0.291,0.408,0.874,0.778,0.625,0.667,0.71,0.878,0.879,0.846,0.97,0.782,0.879,0.858,0.869
Joint 2: ,0.4,0.43,0.371,0.209,0.215,0.28,0.192,0.716,0.415,0.483,0.232,-0.035,-0.129,-0.111,0.075,-0.422,0.098
Joint 3: ,1.2,1.327,1.257,1.102,0.253,0.525,0.906,1.326,1.113,0.916,0.88,0.935,0.723,1.084,0.769,1.033,0.862
Joint 4: ,0.5,0.581,0.365,0.12,0.048,0.072,0.178,0.589,0.05,0.164,-0.178,0.202,-0.731,-0.801,-0.138,0.448,-0.385
Joint 5: ,1.2,1.086,0.888,0.999,1.976,1.916,1.279,0.426,0.7,1.114,0.884,0.537,1.019,0.388,0.756,0.134,0.5
Joint 6: ,0.0,0.038,0.261,0.769,0.923,0.68,1.112,0.311,0.072,0.166,0.167,1.319,-0.686,-0.63,0.168,1.475,-0.007
Trial,17,Sim Type,5,Distance Weight,1,Random Seed,255,Min Iterations,4000,Distance cost,0.6840845536774015,Manip Cost,0.35247800648298355,Total cost,0.6498803259935314,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.040906154e-11,4.121464426e-11,4.097195008e-11,0.0,0.03717126597960035,0.03614861605119367
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.035,0.05,0.05,0.019
Total Cost,0.0,0.04962,0.09924,0.14886,0.19848,0.2481,0.29772,0.34734,0.39695,0.44657,0.49619,0.5313,0.58092,0.63054,0.64988
Joint 0: ,-0.3,-0.176,0.176,0.271,0.341,0.54,0.567,0.795,0.811,0.368,0.511,0.731,0.651,0.833,0.858
Joint 1: ,0.3,0.282,0.345,0.459,0.45,0.483,0.412,0.595,0.74,0.686,0.777,0.84,0.889,0.897,0.964
Joint 2: ,0.4,0.378,0.114,0.114,0.109,0.023,0.117,-0.089,-0.044,0.421,0.251,-0.196,-0.086,-0.593,-0.84
Joint 3: ,1.2,1.276,1.202,0.916,0.995,1.009,1.105,0.907,0.63,0.947,0.696,0.6,0.595,0.881,0.839
Joint 4: ,0.5,0.444,0.121,0.113,0.164,-0.071,-0.217,-0.525,-0.398,0.133,-0.097,0.085,-0.041,0.426,0.882
Joint 5: ,1.2,1.046,0.957,1.374,1.282,1.241,0.96,1.148,1.445,0.884,0.945,0.937,0.838,0.439,0.619
Joint 6: ,0.0,0.218,1.259,1.5,1.699,1.856,1.399,1.688,1.79,1.318,1.328,3.1,2.375,4.136,5.617
Trial,18,Sim Type,5,Distance Weight,1,Random Seed,270,Min Iterations,4000,Distance cost,0.5476572281218489,Manip Cost,0.27990561947915793,Total cost,0.5202743667157564,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,1.0,1.0,1.0,1.0,0.07000233671199099,0.06533619941124476,0.07013663342414256,0.0,4.114378917e-11,0.034780513651361596,0.03670474025374976,0.0
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.035,0.02,0.019
Total Cost,0.0,0.04962,0.09924,0.14886,0.19848,0.2481,0.29772,0.34734,0.39695,0.44657,0.48138,0.5013,0.52027
Joint 0: ,-0.3,-0.149,-0.131,0.16,0.414,0.694,1.225,1.188,0.473,0.393,0.877,0.922,0.352
Joint 1: ,0.3,0.323,0.442,0.417,0.366,0.407,0.672,0.789,0.725,0.816,0.969,0.961,0.92
Joint 2: ,0.4,0.336,0.438,0.252,0.032,-0.269,-0.984,-0.976,0.033,0.24,-1.026,-0.916,0.439
Joint 3: ,1.2,1.249,1.156,1.211,1.408,1.669,1.42,1.329,0.967,1.023,0.815,0.873,0.792
Joint 4: ,0.5,0.384,0.382,-0.002,-0.125,-0.056,0.196,0.33,0.338,0.494,1.026,0.651,-0.162
Joint 5: ,1.2,0.963,1.058,0.755,0.385,-0.278,0.205,0.137,0.641,0.217,0.993,0.625,0.618
Joint 6: ,0.0,0.251,-0.002,0.147,0.555,0.671,0.619,0.777,0.087,-0.01,2.933,1.198,-1.531
Trial,19,Sim Type,5,Distance Weight,1,Random Seed,285,Min Iterations,4000,Distance cost,0.5838646009220688,Manip Cost,0.4151933207538139,Total cost,0.5546713708759654,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.278224427e-11,0.0,0.039642303570406795,0.03565953956153904,0.07490894624850293,0.0
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.039,0.02
Total Cost,0.0,0.04962,0.09924,0.14886,0.19848,0.2481,0.29772,0.34734,0.39695,0.44657,0.49619,0.53482,0.55467
Joint 0: ,-0.3,-0.274,-0.157,-0.043,0.076,-0.174,-0.128,0.28,0.647,0.634,0.73,0.49,0.53
Joint 1: ,0.3,0.296,0.429,0.373,0.326,0.611,0.816,0.866,0.876,0.787,0.928,0.875,0.952
Joint 2: ,0.4,0.445,0.483,0.462,0.418,0.799,0.796,0.339,-0.153,-0.177,-0.406,0.113,-0.254
Joint 3: ,1.2,1.361,1.114,1.271,1.362,1.214,1.025,0.504,0.615,1.013,0.804,1.0,0.682
Joint 4: ,0.5,0.656,0.491,0.352,0.393,0.743,0.767,0.167,-0.421,0.257,0.652,0.875,0.874
Joint 5: ,1.2,0.868,1.118,0.826,0.609,0.747,1.021,1.35,1.065,0.114,0.276,0.129,0.912
Joint 6: ,0.0,-0.066,-0.112,-0.228,0.033,-0.468,-0.267,0.073,0.244,1.512,2.229,2.076,2.979
Trial,20,Sim Type,5,Distance Weight,1,Random Seed,300,Min Iterations,4000,Distance cost,0.7223776855353788,Manip Cost,0.7230338060033743,Total cost,0.6862588012586098,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,1.0,1.0,1.0,0.0,0.0,0.0,3.884913742e-11,0.0,0.0,5.754057432e-11,0.0,0.0,0.04039135940086843,6.13226491e-11,0.0,0.030058306564955468,5.716583588e-11
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.033,0.024,0.022,0.014
Total Cost,0.0,0.04962,0.09924,0.14886,0.19848,0.2481,0.29772,0.34734,0.39695,0.44657,0.49619,0.54581,0.59543,0.6277,0.65144,0.67279,0.68626
Joint 0: ,-0.3,-0.127,0.121,0.274,0.109,0.069,-0.068,-0.119,0.121,0.343,0.519,0.441,0.746,0.356,0.539,0.644,0.45
Joint 1: ,0.3,0.308,0.331,0.587,0.546,0.635,0.615,0.728,0.686,0.705,0.936,0.87,0.868,0.914,0.957,0.988,0.884
Joint 2: ,0.4,0.38,0.278,0.237,0.39,0.418,0.576,0.769,0.537,0.421,0.384,0.303,-0.216,0.566,0.365,0.192,0.332
Joint 3: ,1.2,1.236,1.103,0.677,0.946,0.931,1.187,1.237,1.234,1.09,0.611,0.942,0.99,0.952,0.685,0.649,0.867
Joint 4: ,0.5,0.217,-0.041,-0.238,0.1,0.168,0.304,0.342,0.061,-0.24,-0.297,0.08,-0.008,-0.892,-0.882,-1.184,-0.696
Joint 5: ,1.2,1.037,1.172,1.582,1.121,1.263,1.085,0.928,0.676,0.843,1.409,0.692,0.199,0.319,0.907,0.96,0.542
Joint 6: ,0.0,-0.056,0.397,0.382,0.404,0.42,0.08,-0.369,-0.336,-0.484,-0.504,0.504,0.899,-0.796,-0.65,-1.069,0.157
