Trial,1,Sim Type,3,Distance Weight,0.8,Random Seed,15,Min Iterations,1500,Distance cost,0.7030614111065402,Manip Cost,0.22391723940997368,Total cost,0.5343266724409705,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.339395579334518e-05
Distance to Last Node,0.0,0.1,0.087,0.073,0.097,0.095,0.095,0.069,0.114,0.029,0.11
Total Cost,0.0,0.12802,0.18264,0.19712,0.21966,0.27838,0.33669,0.37893,0.44897,0.4666,0.53433
Manipulability,2.637032736991858e-05,4.300739523e-11,2.860241306e-11,2.679316425e-11,2.797226864e-11,3.020379107e-11,1.0,1.0,1.0,1.0,1.0,1.0,1.748715572694467e-05,1.969428159027316e-05,2.176973118857025e-05
Distance to Last Node,0.0,0.05,0.1,0.095,0.05,0.075,0.05,0.077,0.098,0.05,0.032,0.035,0.034,0.036,0.039
Total Cost,0.0,0.09745,0.15526,0.20885,0.24779,0.29119,0.30011,0.30556,0.36583,0.39662,0.4161,0.43795,0.45868,0.50603,0.53669
Joint 0: ,0.4,0.27,0.059,0.071,-0.035,-0.155,-0.216,-0.249,-0.423,-0.436,-0.502,-0.48,-0.532,-0.584,-0.636
Joint 1: ,-1.45,-1.373,-1.298,-1.34,-1.312,-1.241,-1.216,-1.191,-1.169,-1.188,-1.226,-1.246,-1.288,-1.329,-1.371
Joint 2: ,1.0,0.976,0.95,0.747,0.79,0.731,0.706,0.627,0.703,0.629,0.734,0.531,0.614,0.697,0.78
Joint 3: ,-0.4,-0.658,-0.92,-0.699,-0.788,-1.028,-1.065,-0.992,-0.994,-0.963,-0.921,-0.83,-0.722,-0.614,-0.505
Joint 4: ,-0.1,-0.105,-0.118,-0.134,-0.156,-0.212,-0.274,-0.422,-0.572,-0.716,-0.861,-0.75,-0.838,-0.926,-1.014
Joint 5: ,-1.7,-1.635,-1.588,-1.88,-1.904,-1.824,-1.873,-2.006,-2.09,-2.121,-2.19,-2.153,-2.155,-2.156,-2.158
Joint 6: ,0.5,0.579,0.572,0.922,0.734,0.773,0.707,0.625,0.194,0.132,-0.888,0.344,-0.93,-2.205,-3.479
Trial,19,Sim Type,3,Distance Weight,0.8,Random Seed,285,Min Iterations,1500,Distance cost,0.6529646331647454,Manip Cost,0.03949591197628531,Total cost,0.4962531212052065,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.821757486143635e-05
Distance to Last Node,0.0,0.084,0.05,0.098,0.098,0.098,0.098,0.098,0.054,0.04,0.042,0.045
Total Cost,0.0,0.05148,0.08226,0.1425,0.20314,0.26363,0.32413,0.38473,0.41802,0.44281,0.46865,0.49625
Joint 0: ,0.4,0.479,0.373,0.197,0.014,-0.173,-0.316,-0.311,-0.451,-0.504,-0.558,-0.611
Joint 1: ,-1.45,-1.183,-1.118,-1.039,-0.99,-0.977,-1.022,-1.046,-1.121,-1.198,-1.274,-1.351
Joint 2: ,1.0,0.424,0.46,0.469,0.493,0.551,0.52,0.286,0.439,0.503,0.568,0.632
Joint 3: ,-0.4,-0.636,-0.801,-0.965,-1.1,-1.238,-1.168,-1.06,-0.971,-0.817,-0.663,-0.508
Joint 4: ,-0.1,-0.284,-0.29,-0.26,-0.273,-0.394,-0.432,-0.492,-0.634,-0.719,-0.803,-0.887
Joint 5: ,-1.7,-1.561,-1.504,-1.518,-1.54,-1.517,-1.571,-1.762,-1.896,-1.971,-2.046,-2.122
Joint 6: ,0.5,1.85,1.702,1.629,1.422,0.995,0.82,1.114,0.052,-1.133,-2.318,-3.504
Trial,20,Sim Type,3,Distance Weight,0.8,Random Seed,300,Min Iterations,1500,Distance cost,0.6461499267526569,Manip Cost,0.33748878065977933,Total cost,0.512634252796515,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.672347041765087e-05,0.0,2.692607235e-11,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.26206089723712e-05,2.21340743828243e-05
Distance to Last Node,0.0,0.05,0.099,0.087,0.05,0.05,0.071,0.091,0.053,0.061,0.064,0.065,0.056
Total Cost,0.0,0.06127,0.14553,0.20712,0.23525,0.24483,0.25077,0.30653,0.33928,0.37667,0.41616,0.4564,0.51263
Joint 0: ,0.4,0.266,0.076,-0.092,-0.183,-0.248,-0.274,-0.32,-0.43,-0.549,-0.668,-0.653,-0.639
Joint 1: ,-1.45,-1.421,-1.384,-1.334,-1.257,-1.206,-0.976,-1.092,-1.165,-1.19,-1.214,-1.294,-1.373
Joint 2: ,1.0,1.027,1.048,1.031,0.965,0.891,0.604,0.571,0.725,0.803,0.881,0.839,0.796
Joint 3: ,-0.4,-0.604,-0.778,-0.908,-1.043,-1.106,-1.339,-1.173,-1.084,-1.021,-0.957,-0.731,-0.505
Joint 4: ,-0.1,-0.114,-0.164,-0.2,-0.183,-0.188,-0.234,-0.422,-0.553,-0.633,-0.714,-0.871,-1.028
Joint 5: ,-1.7,-1.666,-1.742,-1.747,-1.705,-1.716,-1.317,-1.558,-1.852,-1.886,-1.921,-2.042,-2.162
Joint 6: ,0.5,0.337,0.103,0.035,0.204,0.323,0.98,0.617,-0.168,-0.987,-1.806,-2.641,-3.477
Trial,21,Sim Type,3,Distance Weight,0.8,Random Seed,315,Min Iterations,1500,Distance cost,0.6505191554401705,Manip Cost,0.49079311753361954,Total cost,0.5311836068894533,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,2.731456035e-11,0.0,2.716181990623267e-05,0.0,0.0,1.0,1.0,1.0,1.0,2.37356581695652e-05,2.440813386200938e-05
Distance to Last Node,0.0,0.05,0.093,0.099,0.096,0.05,0.089,0.092,0.08,0.037,0.041,0.039,0.037
Total Cost,0.0,0.09745,0.15393,0.21392,0.26101,0.30492,0.34359,0.39059,0.39978,0.4223,0.44744,0.47146,0.53118
Joint 0: ,0.4,0.244,0.03,-0.153,-0.274,-0.365,-0.165,-0.386,-0.545,-0.647,-0.649,-0.652,-0.655
Joint 1: ,-1.45,-1.384,-1.329,-1.302,-1.364,-1.279,-1.237,-1.221,-1.176,-1.195,-1.26,-1.325,-1.389
Joint 2: ,1.0,1.037,1.063,1.035,1.072,0.999,0.473,0.723,0.65,0.849,0.867,0.885,0.904
Joint 3: ,-0.4,-0.674,-0.883,-1.001,-0.906,-1.007,-0.848,-0.954,-0.851,-0.881,-0.755,-0.629,-0.503
Joint 4: ,-0.1,-0.076,-0.091,-0.126,-0.146,-0.127,-0.288,-0.625,-0.44,-0.694,-0.836,-0.979,-1.122
Joint 5: ,-1.7,-1.622,-1.591,-1.609,-1.87,-1.83,-2.337,-2.354,-2.056,-1.996,-2.061,-2.126,-2.191
Joint 6: ,0.5,0.452,0.311,0.244,0.0,0.183,0.987,0.213,0.72,-0.425,-1.437,-2.45,-3.462
Trial,22,Sim Type,3,Distance Weight,0.8,Random Seed,330,Min Iterations,1500,Distance cost,0.6570715680469489,Manip Cost,0.39801748843887863,Total cost,0.523944833749357,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.664535667781205e-05,0.0,4.006987958e-11,0.0,1.0,1.0,1.0,1.0,2.547502713911589e-05,2.434109314459598e-05
Distance to Last Node,0.0,0.05,0.099,0.05,0.098,0.091,0.094,0.09,0.121,0.069,0.05
Total Cost,0.0,0.06128,0.14509,0.17521,0.23703,0.28208,0.29641,0.3521,0.42643,0.46882,0.52394
Joint 0: ,0.4,0.278,0.043,-0.054,-0.234,-0.376,-0.503,-0.546,-0.764,-0.709,-0.654
Joint 1: ,-1.45,-1.419,-1.327,-1.303,-1.305,-1.144,-1.146,-1.198,-1.182,-1.286,-1.389
Joint 2: ,1.0,1.023,1.066,1.031,1.096,1.002,0.928,0.883,1.091,0.996,0.9
Joint 3: ,-0.4,-0.554,-0.877,-0.951,-1.029,-1.208,-1.235,-1.038,-1.094,-0.799,-0.503
Joint 4: ,-0.1,-0.097,-0.088,-0.094,-0.19,-0.206,-0.278,-0.427,-0.958,-1.039,-1.119
Joint 5: ,-1.7,-1.702,-1.689,-1.657,-1.78,-1.778,-1.841,-2.05,-1.716,-1.953,-2.19
Joint 6: ,0.5,0.4,0.296,0.335,-0.018,0.153,0.115,-0.086,-1.369,-2.417,-3.465
Trial,23,Sim Type,3,Distance Weight,0.8,Random Seed,345,Min Iterations,1500,Distance cost,0.6725506440231219,Manip Cost,0.40513831282638507,Total cost,0.5111384894575727,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.72135744397828e-05,0.0,2.887022089e-11,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Distance to Last Node,0.0,0.05,0.095,0.097,0.094,0.05,0.121,0.09,0.125,0.059,0.049
Total Cost,0.0,0.06122,0.1409,0.20325,0.25934,0.26954,0.31243,0.36775,0.44453,0.48075,0.51114
Joint 0: ,0.4,0.288,0.055,-0.068,-0.158,-0.173,-0.41,-0.387,-0.451,-0.472,-0.494
Joint 1: ,-1.45,-1.408,-1.337,-1.288,-1.197,-1.181,-1.182,-1.182,-1.122,-1.218,-1.314
Joint 2: ,1.0,1.062,1.021,1.057,0.931,0.851,0.82,0.559,0.373,0.217,0.061
Joint 3: ,-0.4,-0.533,-0.874,-0.866,-0.873,-0.782,-0.992,-0.922,-0.91,-0.716,-0.523
Joint 4: ,-0.1,-0.116,-0.11,-0.174,-0.191,-0.207,-0.249,-0.372,-0.581,-0.499,-0.418
Joint 5: ,-1.7,-1.736,-1.617,-1.823,-1.954,-2.058,-1.887,-1.935,-1.887,-1.948,-2.01
Joint 6: ,0.5,0.189,0.308,0.074,0.285,0.403,0.325,0.721,0.876,1.761,2.647
Trial,24,Sim Type,3,Distance Weight,0.8,Random Seed,360,Min Iterations,1500,Distance cost,0.6660063445023392,Manip Cost,0.25,Total cost,0.5061648218217778,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,1.0,1.0,0.0,1.0,3.023642803e-11,1.0,1.0,1.0,1.0,1.0,0.0
Distance to Last Node,0.0,0.097,0.05,0.098,0.05,0.071,0.097,0.05,0.123,0.034,0.03,0.123
Total Cost,0.0,0.05947,0.09026,0.15052,0.19268,0.22516,0.30234,0.31553,0.39128,0.41226,0.43044,0.50616
Joint 0: ,0.4,0.286,0.189,0.022,-0.064,-0.053,-0.117,-0.059,-0.007,-0.122,-0.238,-0.44
Joint 1: ,-1.45,-1.168,-1.153,-1.204,-1.181,-1.249,-1.151,-1.055,-1.204,-1.195,-1.185,-1.319
Joint 2: ,1.0,0.746,0.763,0.817,0.802,0.526,0.351,-0.013,-0.598,-0.347,-0.096,-0.179
Joint 3: ,-0.4,-0.819,-0.909,-0.934,-1.005,-0.832,-0.927,-1.045,-0.926,-0.907,-0.887,-0.53
Joint 4: ,-0.1,-0.033,-0.053,-0.147,-0.166,0.041,-0.048,0.075,0.109,-0.118,-0.346,-0.223
Joint 5: ,-1.7,-1.637,-1.648,-1.74,-1.747,-2.023,-2.091,-1.918,-2.045,-2.005,-1.964,-1.981
Joint 6: ,0.5,1.521,1.398,0.989,0.955,1.654,1.886,2.801,4.056,2.832,1.609,2.576
Trial,25,Sim Type,3,Distance Weight,0.8,Random Seed,375,Min Iterations,1500,Distance cost,0.6610626554313348,Manip Cost,0.4166666666666667,Total cost,0.5024076181278144,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,0.0,3.013541395e-11,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.574178978e-11
Distance to Last Node,0.0,0.079,0.05,0.084,0.099,0.05,0.124,0.095,0.099,0.037,0.053,0.046
Total Cost,0.0,0.11553,0.13847,0.18438,0.24717,0.25973,0.29937,0.35798,0.41892,0.44145,0.47396,0.50241
Joint 0: ,0.4,0.32,0.191,-0.04,-0.128,-0.217,-0.393,-0.445,-0.561,-0.496,-0.515,-0.534
Joint 1: ,-1.45,-1.353,-1.267,-1.253,-1.194,-1.2,-1.148,-1.18,-1.203,-1.209,-1.264,-1.319
Joint 2: ,1.0,0.955,0.946,1.054,0.927,0.932,0.879,0.708,0.788,0.556,0.402,0.248
Joint 3: ,-0.4,-0.467,-0.673,-0.981,-1.04,-1.09,-1.151,-1.065,-0.924,-0.892,-0.705,-0.518
Joint 4: ,-0.1,-0.16,-0.145,-0.19,-0.286,-0.342,-0.483,-0.549,-0.822,-0.81,-0.689,-0.569
Joint 5: ,-1.7,-1.857,-1.777,-1.688,-1.833,-1.839,-1.907,-2.009,-1.998,-1.921,-1.981,-2.04
Joint 6: ,0.5,0.468,0.552,0.186,0.242,0.115,-0.053,0.074,-0.667,0.406,1.55,2.695
Trial,26,Sim Type,3,Distance Weight,0.8,Random Seed,390,Min Iterations,1500,Distance cost,0.6628096225772644,Manip Cost,0.3997775961935514,Total cost,0.5319310390492411,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.683160555598604e-05,0.0,2.798474648663092e-05,2.831209686624146e-05,2.819177071784754e-05,2.792589642168294e-05,3.005145380725866e-05,2.366591976930644e-05,1.0,1.0,2.048076955165517e-05,2.083942624963026e-05,2.114686917602264e-05
Distance to Last Node,0.0,0.05,0.095,0.05,0.094,0.099,0.088,0.111,0.05,0.053,0.043,0.027,0.028,0.029
Total Cost,0.0,0.06126,0.14131,0.16547,0.23261,0.28904,0.33845,0.40064,0.43209,0.4489,0.45164,0.46854,0.50766,0.53193
Joint 0: ,0.4,0.259,0.056,0.007,-0.129,-0.237,-0.391,-0.57,-0.45,-0.534,-0.546,-0.575,-0.603,-0.632
Joint 1: ,-1.45,-1.414,-1.362,-1.431,-1.408,-1.382,-1.347,-1.346,-1.267,-1.146,-1.216,-1.266,-1.317,-1.367
Joint 2: ,1.0,1.035,1.04,1.108,1.139,1.139,1.133,1.345,0.901,0.739,0.743,0.746,0.749,0.753
Joint 3: ,-0.4,-0.607,-0.833,-0.758,-0.769,-0.65,-0.776,-0.903,-0.833,-0.976,-0.887,-0.76,-0.633,-0.506
Joint 4: ,-0.1,-0.106,-0.127,-0.138,-0.18,-0.224,-0.295,-0.852,-1.023,-0.923,-1.117,-1.075,-1.033,-0.991
Joint 5: ,-1.7,-1.66,-1.671,-1.922,-2.086,-2.208,-2.286,-2.402,-2.321,-2.007,-2.091,-2.111,-2.131,-2.152
Joint 6: ,0.5,0.337,0.238,-0.043,-0.232,-0.33,-0.443,-1.246,-0.127,0.972,-0.431,0.646,1.723,2.799
Trial,27,Sim Type,3,Distance Weight,0.8,Random Seed,405,Min Iterations,1500,Distance cost,0.704033572204409,Manip Cost,0.28042789749764296,Total cost,0.5507506399545236,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.617954764955976e-05,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.099578960471845e-05
Distance to Last Node,0.0,0.05,0.1,0.05,0.094,0.093,0.12,0.099,0.042,0.096,0.028,0.026,0.031,0.04
Total Cost,0.0,0.06133,0.14355,0.1739,0.21548,0.23823,0.31239,0.3734,0.39933,0.45839,0.47543,0.49166,0.51067,0.55075
Joint 0: ,0.4,0.35,0.127,-0.011,-0.153,-0.369,-0.355,-0.454,-0.37,-0.273,-0.362,-0.452,-0.541,-0.631
Joint 1: ,-1.45,-1.403,-1.317,-1.259,-1.185,-1.135,-1.133,-1.163,-1.162,-1.019,-1.106,-1.193,-1.279,-1.366
Joint 2: ,1.0,0.998,0.987,0.999,0.959,1.029,0.937,0.959,0.562,-0.04,0.156,0.353,0.55,0.746
Joint 3: ,-0.4,-0.4,-0.738,-0.952,-0.986,-1.131,-0.84,-0.79,-0.745,-0.969,-0.853,-0.738,-0.622,-0.506
Joint 4: ,-0.1,-0.078,-0.121,-0.096,-0.125,-0.163,-0.365,-0.639,-0.629,-0.5,-0.621,-0.742,-0.863,-0.985
Joint 5: ,-1.7,-1.772,-1.753,-1.664,-1.719,-1.72,-2.203,-2.408,-2.417,-1.761,-1.858,-1.955,-2.052,-2.15
Joint 6: ,0.5,0.588,0.523,0.536,0.538,0.299,0.144,-0.552,0.806,2.217,0.792,-0.634,-2.059,-3.484
Trial,28,Sim Type,3,Distance Weight,0.8,Random Seed,420,Min Iterations,1500,Distance cost,0.6737695550621683,Manip Cost,0.3333333333333333,Total cost,0.5120648618472479,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,2.752638116e-11,2.867431756e-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Distance to Last Node,0.0,0.05,0.05,0.05,0.079,0.096,0.1,0.092,0.108,0.053,0.044,0.11
Total Cost,0.0,0.09745,0.12698,0.15483,0.1882,0.20006,0.26136,0.31778,0.38439,0.41727,0.44459,0.51206
Joint 0: ,0.4,0.288,0.178,0.065,0.003,-0.158,-0.268,-0.399,-0.36,-0.333,-0.257,-0.454
Joint 1: ,-1.45,-1.388,-1.322,-1.297,-1.153,-0.992,-0.964,-1.04,-0.959,-1.03,-1.106,-1.317
Joint 2: ,1.0,0.971,0.963,1.025,0.862,0.736,0.589,0.611,0.256,-0.033,-0.208,-0.119
Joint 3: ,-0.4,-0.611,-0.806,-0.926,-1.015,-1.263,-1.304,-1.198,-1.039,-0.957,-0.923,-0.528
Joint 4: ,-0.1,-0.12,-0.141,-0.137,-0.074,-0.095,-0.104,-0.243,-0.21,-0.037,-0.168,-0.272
Joint 5: ,-1.7,-1.679,-1.65,-1.693,-1.803,-1.645,-1.679,-1.834,-1.903,-1.92,-1.863,-1.987
Joint 6: ,0.5,0.539,0.514,0.35,0.772,0.986,1.152,0.807,1.528,2.48,3.587,2.594
Trial,29,Sim Type,3,Distance Weight,0.8,Random Seed,435,Min Iterations,1500,Distance cost,0.7102856692958255,Manip Cost,0.3417094278886694,Total cost,0.5785252554445827,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,2.758401305184148e-05,2.614179179e-11,3.001328624e-11,3.018282111e-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.077096483731984e-05,3.095770598817694e-05,3.089085464996474e-05
Distance to Last Node,0.0,0.05,0.094,0.087,0.05,0.09,0.05,0.082,0.091,0.088,0.017,0.017,0.017,0.017,0.05,0.043,0.034
Total Cost,0.0,0.09745,0.13853,0.21034,0.23636,0.27894,0.29539,0.30988,0.36596,0.42009,0.43059,0.44106,0.45148,0.46186,0.49277,0.54442,0.57853
Joint 0: ,0.4,0.264,0.154,0.071,-0.078,-0.308,-0.393,-0.523,-0.658,-0.934,-0.922,-0.911,-0.899,-0.888,-0.826,-0.765,-0.703
Joint 1: ,-1.45,-1.4,-1.419,-1.353,-1.254,-1.215,-1.162,-1.243,-1.241,-1.296,-1.292,-1.288,-1.284,-1.28,-1.347,-1.413,-1.48
Joint 2: ,1.0,1.021,1.083,1.01,1.035,1.147,1.085,1.2,1.151,1.611,1.6,1.589,1.577,1.566,1.506,1.445,1.385
Joint 3: ,-0.4,-0.605,-0.523,-0.543,-0.818,-1.06,-1.131,-1.167,-1.112,-1.186,-1.151,-1.117,-1.083,-1.048,-0.864,-0.681,-0.497
Joint 4: ,-0.1,-0.121,-0.017,-0.114,-0.047,-0.073,-0.093,-0.275,-0.31,-0.905,-0.982,-1.059,-1.136,-1.213,-1.333,-1.453,-1.574
Joint 5: ,-1.7,-1.65,-1.944,-2.12,-1.992,-1.987,-1.994,-2.193,-2.301,-2.012,-2.01,-2.009,-2.007,-2.005,-2.112,-2.219,-2.326
Joint 6: ,0.5,0.349,0.322,0.278,0.36,0.048,0.128,-0.271,-0.288,-1.563,-2.876,-4.19,-5.503,-6.816,-5.691,-4.566,-3.441
Trial,30,Sim Type,3,Distance Weight,0.8,Random Seed,450,Min Iterations,1500,Distance cost,0.6527112630868832,Manip Cost,0.3568840840051536,Total cost,0.4960605599460312,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.690438087361026e-05,0.0,2.887578543e-11,0.0,1.0,1.0,1.0,1.0,1.0,2.055548635793758e-05
Distance to Last Node,0.0,0.05,0.095,0.05,0.093,0.1,0.05,0.12,0.103,0.044,0.101
Total Cost,0.0,0.06125,0.14432,0.17381,0.23038,0.27325,0.26957,0.34354,0.4069,0.43407,0.49606
Joint 0: ,0.4,0.269,0.079,0.03,-0.158,-0.262,-0.308,-0.546,-0.486,-0.537,-0.628
Joint 1: ,-1.45,-1.427,-1.336,-1.291,-1.223,-1.178,-1.138,-1.085,-1.065,-1.174,-1.363
Joint 2: ,1.0,1.037,1.054,1.006,0.967,0.916,0.846,0.864,0.68,0.727,0.728
Joint 3: ,-0.4,-0.576,-0.785,-0.802,-1.033,-1.014,-1.119,-1.192,-1.223,-1.026,-0.506
Joint 4: ,-0.1,-0.096,-0.189,-0.212,-0.265,-0.389,-0.452,-0.557,-1.071,-1.086,-0.969
Joint 5: ,-1.7,-1.693,-1.698,-1.794,-1.716,-1.855,-1.857,-1.791,-1.637,-1.895,-2.145
Joint 6: ,0.5,0.348,0.056,0.105,0.077,-0.072,-0.015,-0.256,-1.54,-2.461,-3.487
Trial,31,Sim Type,3,Distance Weight,0.8,Random Seed,465,Min Iterations,1500,Distance cost,0.6689126077770148,Manip Cost,0.41588867856481543,Total cost,0.5517845138248247,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.698595391229916e-05,2.831333912e-11,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.607160592268088e-05,2.829307619565753e-05,2.99639645352348e-05
Distance to Last Node,0.0,0.05,0.093,0.099,0.096,0.05,0.062,0.044,0.101,0.029,0.026,0.078,0.045,0.053
Total Cost,0.0,0.06124,0.15287,0.19869,0.2567,0.29452,0.31704,0.30421,0.36632,0.38431,0.40046,0.44829,0.50569,0.55178
Joint 0: ,0.4,0.324,0.049,-0.116,-0.285,-0.349,-0.092,-0.104,-0.66,-0.638,-0.617,-0.565,-0.631,-0.696
Joint 1: ,-1.45,-1.452,-1.306,-1.268,-1.312,-1.268,-1.211,-1.155,-1.135,-1.182,-1.23,-1.309,-1.382,-1.456
Joint 2: ,1.0,1.037,1.011,1.017,1.069,1.015,0.62,0.452,1.161,1.199,1.236,1.023,1.147,1.271
Joint 3: ,-0.4,-0.434,-0.887,-1.001,-1.061,-1.065,-0.894,-0.868,-1.199,-1.064,-0.929,-0.835,-0.666,-0.498
Joint 4: ,-0.1,-0.123,-0.083,-0.209,-0.281,-0.282,-0.692,-0.607,-0.967,-1.056,-1.144,-1.396,-1.428,-1.461
Joint 5: ,-1.7,-1.825,-1.611,-1.68,-1.829,-1.867,-2.158,-2.101,-1.682,-1.837,-1.992,-2.202,-2.248,-2.293
Joint 6: ,0.5,0.197,0.376,0.099,-0.231,-0.15,0.163,1.423,2.048,0.757,-0.534,-1.811,-2.625,-3.438
Trial,32,Sim Type,3,Distance Weight,0.8,Random Seed,480,Min Iterations,1500,Distance cost,0.7292802869287903,Manip Cost,0.48139365098200915,Total cost,0.5999905994436097,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,0.0,1.0,4.357809875e-11,0.0,3.038876702156246e-05,3.011609865483062e-05,3.070098555856234e-05,1.0,1.0,3.02272346030158e-05,3.088608394820112e-05
Distance to Last Node,0.0,0.05,0.09,0.05,0.097,0.091,0.094,0.084,0.05,0.112,0.061,0.067,0.054
Total Cost,0.0,0.09745,0.14571,0.1523,0.17678,0.27251,0.32937,0.3905,0.40831,0.48515,0.47967,0.52075,0.59999
Joint 0: ,0.4,0.279,0.082,0.022,-0.193,-0.318,-0.419,-0.584,-0.634,-0.72,-0.848,-0.775,-0.703
Joint 1: ,-1.45,-1.35,-1.256,-1.161,-1.212,-1.235,-1.333,-1.278,-1.341,-1.139,-1.274,-1.377,-1.479
Joint 2: ,1.0,0.981,1.072,1.064,1.155,1.267,1.418,1.457,1.49,0.887,1.305,1.344,1.384
Joint 3: ,-0.4,-0.629,-0.907,-1.064,-1.24,-1.146,-1.035,-1.129,-1.091,-0.838,-0.896,-0.696,-0.497
Joint 4: ,-0.1,-0.093,-0.045,-0.115,-0.183,-0.266,-0.396,-0.547,-0.7,-0.244,-0.799,-1.186,-1.573
Joint 5: ,-1.7,-1.645,-1.676,-1.71,-1.761,-2.003,-2.329,-2.373,-2.417,-2.253,-2.216,-2.271,-2.326
Joint 6: ,0.5,0.617,0.486,0.435,0.085,-0.266,-0.708,-0.817,-0.992,0.434,-0.637,-2.038,-3.439
Trial,33,Sim Type,3,Distance Weight,0.8,Random Seed,495,Min Iterations,1500,Distance cost,0.7149617602418783,Manip Cost,0.3508105102420936,Total cost,0.562673729737347,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.56485175875571e-05,0.0,1.0,3.002384414273652e-05,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.314076649e-11,6.229808289e-11
Distance to Last Node,0.0,0.05,0.05,0.115,0.11,0.05,0.05,0.05,0.091,0.091,0.098,0.072,0.029,0.026
Total Cost,0.0,0.06139,0.11199,0.16476,0.20035,0.28265,0.29218,0.29271,0.34866,0.40486,0.46507,0.50965,0.52755,0.56267
Joint 0: ,0.4,0.307,0.149,-0.038,-0.202,-0.26,-0.268,-0.374,-0.36,-0.46,-0.611,-0.561,-0.542,-0.524
Joint 1: ,-1.45,-1.409,-1.341,-1.174,-1.402,-1.291,-1.202,-1.134,-1.018,-1.088,-1.131,-1.245,-1.281,-1.317
Joint 2: ,1.0,0.966,1.008,1.011,1.301,1.175,1.002,0.976,0.681,0.675,0.793,0.524,0.362,0.2
Joint 3: ,-0.4,-0.52,-0.806,-1.043,-0.851,-0.906,-0.864,-0.983,-1.055,-0.88,-0.94,-0.702,-0.61,-0.519
Joint 4: ,-0.1,-0.099,-0.135,-0.15,-0.373,-0.325,-0.305,-0.273,-0.304,-0.435,-0.792,-0.733,-0.631,-0.53
