Distance to Last Node,0.0,0.099,0.05,0.096,0.05,0.1,0.107,0.093,0.076,0.061,0.058
Total Cost,0.0,0.07583,0.11431,0.18801,0.22649,0.30312,0.38571,0.45691,0.51555,0.56235,0.60709
Joint 0: ,0.4,0.174,0.079,-0.073,-0.157,-0.271,-0.409,-0.374,-0.486,-0.525,-0.564
Joint 1: ,-1.45,-1.334,-1.291,-1.177,-1.173,-1.212,-1.266,-1.25,-1.241,-1.284,-1.328
Joint 2: ,1.0,0.944,0.914,0.833,0.838,0.805,0.932,0.544,0.654,0.521,0.388
Joint 3: ,-0.4,-0.814,-0.903,-1.056,-1.066,-1.004,-0.94,-0.788,-0.845,-0.68,-0.514
Joint 4: ,-0.1,-0.113,-0.114,-0.124,-0.134,-0.206,-0.535,-0.508,-0.855,-0.769,-0.683
Joint 5: ,-1.7,-1.614,-1.586,-1.578,-1.642,-1.846,-2.068,-2.201,-2.05,-2.059,-2.067
Joint 6: ,0.5,0.663,0.71,0.834,0.753,0.586,-0.186,0.687,-0.089,1.32,2.73
Trial,19,Sim Type,3,Distance Weight,1,Random Seed,285,Min Iterations,1500,Distance cost,0.6434909514696723,Manip Cost,0.22577135507441778,Total cost,0.6113164038961887,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.908752713e-11,3.848249139e-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.993025374931597e-05,2.239809138296945e-05
Distance to Last Node,0.0,0.05,0.098,0.096,0.097,0.05,0.098,0.099,0.044,0.069,0.028,0.031,0.034
Total Cost,0.0,0.03848,0.11391,0.18791,0.26255,0.30103,0.37682,0.45295,0.48664,0.53944,0.56134,0.58523,0.61132
Joint 0: ,0.4,0.279,0.095,0.009,-0.16,-0.22,-0.384,-0.446,-0.419,-0.471,-0.527,-0.584,-0.641
Joint 1: ,-1.45,-1.391,-1.331,-1.269,-1.218,-1.201,-1.289,-1.261,-1.088,-1.268,-1.304,-1.339,-1.375
Joint 2: ,1.0,0.971,0.945,0.783,0.788,0.766,0.865,0.747,0.439,0.499,0.602,0.705,0.808
Joint 3: ,-0.4,-0.608,-0.868,-0.986,-1.147,-1.163,-1.025,-0.948,-1.101,-0.706,-0.639,-0.572,-0.505
Joint 4: ,-0.1,-0.104,-0.184,-0.217,-0.356,-0.425,-0.551,-0.676,-0.605,-0.729,-0.832,-0.935,-1.038
Joint 5: ,-1.7,-1.659,-1.646,-1.743,-1.724,-1.771,-1.994,-2.158,-1.772,-2.117,-2.133,-2.149,-2.165
Joint 6: ,0.5,0.589,0.458,0.709,0.461,0.366,-0.258,-0.29,0.712,-0.213,-1.301,-2.389,-3.477
Trial,20,Sim Type,3,Distance Weight,1,Random Seed,300,Min Iterations,1500,Distance cost,0.641979777030181,Manip Cost,0.3207745709056977,Total cost,0.609880788178672,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.672347041765087e-05,0.0,2.692607235e-11,1.0,1.0,1.0,1.0,1.0,2.125689169869653e-05,2.299844225934788e-05,2.46014357563693e-05
Distance to Last Node,0.0,0.05,0.099,0.087,0.1,0.086,0.05,0.094,0.058,0.117,0.025,0.026
Total Cost,0.0,0.03848,0.11491,0.18197,0.25857,0.32505,0.36353,0.43568,0.48047,0.57074,0.58991,0.60988
Joint 0: ,0.4,0.266,0.076,-0.092,-0.248,-0.316,-0.392,-0.423,-0.467,-0.563,-0.609,-0.656
Joint 1: ,-1.45,-1.421,-1.384,-1.334,-1.206,-1.228,-1.246,-1.253,-1.303,-1.374,-1.383,-1.391
Joint 2: ,1.0,1.027,1.048,1.031,0.891,0.797,0.854,0.708,0.749,0.756,0.835,0.913
Joint 3: ,-0.4,-0.604,-0.778,-0.908,-1.106,-1.078,-1.022,-0.848,-0.737,-0.543,-0.522,-0.502
Joint 4: ,-0.1,-0.114,-0.164,-0.2,-0.188,-0.242,-0.35,-0.444,-0.656,-0.967,-1.049,-1.131
Joint 5: ,-1.7,-1.666,-1.742,-1.747,-1.716,-1.921,-1.997,-2.153,-2.175,-2.247,-2.22,-2.194
Joint 6: ,0.5,0.337,0.103,0.035,0.323,0.312,0.022,0.094,-0.725,-1.539,-2.501,-3.463
Trial,21,Sim Type,3,Distance Weight,1,Random Seed,315,Min Iterations,1500,Distance cost,0.6475005527539348,Manip Cost,0.4547170094554856,Total cost,0.6151255251162381,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,2.731456035e-11,0.0,2.716181990623267e-05,4.685189714e-11,3.761103648e-11,1.0,1.0,1.0,1.0,1.0
Distance to Last Node,0.0,0.05,0.093,0.099,0.096,0.123,0.05,0.123,0.048,0.043,0.039,0.035
Total Cost,0.0,0.03848,0.1101,0.18663,0.26015,0.35486,0.39334,0.48784,0.5251,0.55832,0.58841,0.61513
Joint 0: ,0.4,0.244,0.03,-0.153,-0.274,-0.246,-0.298,-0.371,-0.548,-0.539,-0.53,-0.521
Joint 1: ,-1.45,-1.384,-1.329,-1.302,-1.364,-1.321,-1.326,-1.255,-1.219,-1.252,-1.284,-1.317
Joint 2: ,1.0,1.037,1.063,1.035,1.072,0.665,0.664,0.551,0.747,0.561,0.375,0.189
Joint 3: ,-0.4,-0.674,-0.883,-1.001,-0.906,-0.714,-0.618,-0.74,-0.826,-0.724,-0.622,-0.52
Joint 4: ,-0.1,-0.076,-0.091,-0.126,-0.146,-0.16,-0.187,-0.745,-0.807,-0.712,-0.616,-0.521
Joint 5: ,-1.7,-1.622,-1.591,-1.609,-1.87,-2.217,-2.285,-2.195,-2.045,-2.04,-2.035,-2.03
Joint 6: ,0.5,0.452,0.311,0.244,0.0,0.743,0.662,-0.033,-0.816,0.349,1.515,2.68
Trial,22,Sim Type,3,Distance Weight,1,Random Seed,330,Min Iterations,1500,Distance cost,0.6461102688015101,Manip Cost,0.2944021797517381,Total cost,0.6138047553614346,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.426599486e-11,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.588624546792648e-05,2.891183127786536e-05,2.918818016952838e-05,2.445484688820323e-05
Distance to Last Node,0.0,0.05,0.098,0.098,0.05,0.099,0.09,0.09,0.024,0.029,0.032,0.053,0.085
Total Cost,0.0,0.03848,0.11363,0.18898,0.22746,0.30382,0.37339,0.44266,0.46132,0.48354,0.50782,0.54828,0.6138
Joint 0: ,0.4,0.242,0.034,-0.135,-0.205,-0.315,-0.342,-0.457,-0.497,-0.537,-0.576,-0.618,-0.655
Joint 1: ,-1.45,-1.384,-1.309,-1.223,-1.182,-1.051,-1.042,-1.141,-1.239,-1.337,-1.434,-1.46,-1.39
Joint 2: ,1.0,1.039,1.019,0.96,0.947,0.772,0.587,0.644,0.822,1.001,1.179,1.195,0.906
Joint 3: ,-0.4,-0.683,-0.91,-1.072,-1.177,-1.331,-1.238,-1.033,-0.944,-0.855,-0.766,-0.567,-0.503
Joint 4: ,-0.1,-0.074,-0.09,-0.127,-0.21,-0.208,-0.257,-0.405,-0.638,-0.871,-1.105,-1.134,-1.125
Joint 5: ,-1.7,-1.617,-1.588,-1.601,-1.628,-1.627,-1.744,-1.96,-2.167,-2.373,-2.579,-2.527,-2.191
Joint 6: ,0.5,0.451,0.431,0.466,0.366,0.662,0.864,0.383,-0.898,-2.179,-3.46,-4.913,-3.464
Trial,23,Sim Type,3,Distance Weight,1,Random Seed,345,Min Iterations,1500,Distance cost,0.647966240164463,Manip Cost,0.5382659160768615,Total cost,0.6155679281562398,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,0.0,0.0,0.0,1.0,2.655564681295036e-05,2.325907009983394e-05,4.331711172e-11,1.0,1.0
Distance to Last Node,0.0,0.09,0.05,0.116,0.112,0.109,0.026,0.116,0.11,0.037,0.034
Total Cost,0.0,0.06926,0.10774,0.19696,0.28345,0.36771,0.38754,0.47657,0.56096,0.58921,0.61557
Joint 0: ,0.4,0.151,0.055,0.03,-0.242,-0.292,-0.414,-0.566,-0.407,-0.471,-0.535
Joint 1: ,-1.45,-1.323,-1.337,-1.36,-1.291,-1.246,-1.352,-1.368,-1.347,-1.333,-1.319
Joint 2: ,1.0,0.973,1.021,0.877,1.02,0.706,1.037,0.85,0.276,0.263,0.25
Joint 3: ,-0.4,-0.842,-0.874,-0.816,-1.1,-1.044,-1.017,-0.807,-0.666,-0.592,-0.518
Joint 4: ,-0.1,-0.115,-0.11,-0.312,-0.538,-0.479,-0.702,-0.467,-0.929,-0.749,-0.57
Joint 5: ,-1.7,-1.516,-1.617,-1.984,-1.914,-1.994,-2.188,-2.249,-2.367,-2.204,-2.041
Joint 6: ,0.5,0.469,0.308,0.191,-0.292,0.393,-0.742,-0.112,0.566,1.631,2.695
Trial,24,Sim Type,3,Distance Weight,1,Random Seed,360,Min Iterations,1500,Distance cost,0.6605912899692689,Manip Cost,0.3121495733545924,Total cost,0.6275617254708054,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,1.0,1.0,1.0,1.0,1.0,2.061850073161542e-05,2.208531891036667e-05,2.346862878789943e-05,2.476130914254359e-05,2.595669909092058e-05,2.704863626127472e-05,2.803149180886956e-05,2.890020172987153e-05
Distance to Last Node,0.0,0.108,0.085,0.1,0.093,0.096,0.098,0.122,0.013,0.014,0.015,0.016,0.017,0.019,0.02
Total Cost,0.0,0.08327,0.14856,0.22544,0.29676,0.37033,0.44556,0.5394,0.54959,0.5605,0.5722,0.58474,0.59815,0.61242,0.62756
Joint 0: ,0.4,0.121,-0.028,-0.204,-0.357,-0.406,-0.491,-0.454,-0.487,-0.52,-0.554,-0.587,-0.621,-0.654,-0.687
Joint 1: ,-1.45,-1.301,-1.131,-1.023,-1.049,-1.062,-1.173,-1.329,-1.344,-1.36,-1.375,-1.391,-1.407,-1.422,-1.438
Joint 2: ,1.0,1.067,0.986,0.9,0.948,0.843,0.804,0.737,0.8,0.863,0.925,0.988,1.051,1.114,1.177
Joint 3: ,-0.4,-0.879,-1.138,-1.294,-1.279,-1.184,-1.023,-0.889,-0.833,-0.777,-0.722,-0.666,-0.61,-0.554,-0.499
Joint 4: ,-0.1,-0.106,-0.063,-0.069,-0.183,-0.364,-0.467,-1.31,-1.319,-1.328,-1.337,-1.345,-1.354,-1.363,-1.372
Joint 5: ,-1.7,-1.62,-1.577,-1.543,-1.738,-1.817,-2.025,-2.316,-2.309,-2.302,-2.295,-2.288,-2.281,-2.273,-2.266
Joint 6: ,0.5,0.48,0.743,0.852,0.527,0.472,0.206,0.198,-1.219,-2.637,-4.054,-5.471,-6.889,-8.306,-9.723
Trial,25,Sim Type,3,Distance Weight,1,Random Seed,375,Min Iterations,1500,Distance cost,0.6774043877386748,Manip Cost,0.2812336780197225,Total cost,0.643534168351741,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.431483879e-11,2.00009514823697e-05,2.544570766307832e-05,2.27560580941018e-05,1.964266697559004e-05,1.616733729774138e-05,1.0,1.0
Distance to Last Node,0.0,0.097,0.117,0.066,0.047,0.079,0.023,0.026,0.03,0.035,0.117,0.027,0.028,0.033,0.02,0.021,0.022,0.024,0.025
Total Cost,0.0,0.07468,0.16478,0.21555,0.25199,0.31294,0.33091,0.35061,0.37343,0.40003,0.48995,0.51042,0.53187,0.55691,0.57252,0.58889,0.60612,0.62431,0.64353
Joint 0: ,0.4,0.132,0.016,0.161,0.174,0.187,0.087,-0.013,-0.113,-0.213,-0.314,-0.399,-0.484,-0.569,-0.563,-0.558,-0.552,-0.547,-0.541
Joint 1: ,-1.45,-1.382,-1.226,-1.203,-1.077,-0.951,-0.99,-1.03,-1.069,-1.108,-1.366,-1.363,-1.361,-1.358,-1.35,-1.343,-1.336,-1.328,-1.321
Joint 2: ,1.0,1.083,0.983,0.403,0.059,-0.286,-0.1,0.085,0.27,0.456,0.177,0.441,0.704,0.968,0.83,0.692,0.554,0.417,0.279
Joint 3: ,-0.4,-0.836,-0.874,-0.868,-1.044,-1.22,-1.156,-1.093,-1.029,-0.966,-0.519,-0.508,-0.496,-0.485,-0.491,-0.498,-0.504,-0.511,-0.517
Joint 4: ,-0.1,-0.093,-0.144,0.257,0.377,0.496,0.294,0.091,-0.111,-0.313,-0.019,-0.272,-0.525,-0.778,-0.741,-0.704,-0.667,-0.63,-0.594
Joint 5: ,-1.7,-1.637,-1.809,-2.277,-2.015,-1.753,-1.816,-1.878,-1.94,-2.002,-2.644,-2.552,-2.459,-2.367,-2.303,-2.239,-2.174,-2.11,-2.046
Joint 6: ,0.5,0.229,0.371,1.197,2.457,3.717,2.519,1.322,0.125,-1.072,-0.909,-2.038,-3.168,-4.297,-2.898,-1.498,-0.098,1.302,2.702
Trial,26,Sim Type,3,Distance Weight,1,Random Seed,390,Min Iterations,1500,Distance cost,0.6463080691498028,Manip Cost,0.1,Total cost,0.6139926656923126,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Distance to Last Node,0.0,0.088,0.096,0.099,0.1,0.09,0.109,0.11,0.06,0.046
Total Cost,0.0,0.06809,0.14211,0.21803,0.29461,0.36377,0.44793,0.53232,0.57833,0.61399
Joint 0: ,0.4,0.218,0.014,-0.216,-0.385,-0.458,-0.382,-0.464,-0.475,-0.485
Joint 1: ,-1.45,-1.308,-1.209,-1.172,-1.139,-1.135,-1.179,-1.119,-1.217,-1.314
Joint 2: ,1.0,0.963,0.933,0.99,0.955,0.807,0.511,0.345,0.183,0.021
Joint 3: ,-0.4,-0.813,-1.069,-1.248,-1.29,-1.269,-0.962,-0.931,-0.728,-0.524
Joint 4: ,-0.1,-0.194,-0.23,-0.288,-0.273,-0.321,-0.407,-0.486,-0.435,-0.384
Joint 5: ,-1.7,-1.649,-1.553,-1.532,-1.642,-1.663,-1.948,-1.776,-1.89,-2.004
Joint 6: ,0.5,0.374,0.358,0.11,0.083,0.219,0.629,1.038,1.836,2.634
Trial,27,Sim Type,3,Distance Weight,1,Random Seed,405,Min Iterations,1500,Distance cost,0.6621278124927513,Manip Cost,0.16666666666666666,Total cost,0.6290214218681137,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Distance to Last Node,0.0,0.089,0.05,0.097,0.089,0.122,0.107,0.054,0.064,0.059,0.036,0.05
Total Cost,0.0,0.06869,0.10717,0.18191,0.25003,0.34403,0.42662,0.46852,0.51784,0.56295,0.59058,0.62902
Joint 0: ,0.4,0.259,0.127,-0.064,-0.153,-0.406,-0.272,-0.147,-0.148,-0.149,-0.306,-0.464
Joint 1: ,-1.45,-1.361,-1.317,-1.246,-1.233,-1.094,-1.058,-1.125,-1.189,-1.252,-1.283,-1.315
Joint 2: ,1.0,0.957,0.987,0.967,0.929,0.827,0.381,0.034,-0.288,-0.609,-0.342,-0.074
Joint 3: ,-0.4,-0.541,-0.738,-0.985,-0.883,-1.186,-1.117,-1.093,-1.001,-0.909,-0.718,-0.527
Joint 4: ,-0.1,-0.081,-0.121,-0.17,-0.227,-0.26,-0.374,-0.37,-0.131,0.109,-0.099,-0.308
Joint 5: ,-1.7,-1.812,-1.753,-1.738,-1.832,-1.552,-1.705,-1.826,-1.799,-1.771,-1.881,-1.992
Joint 6: ,0.5,0.717,0.523,0.459,0.397,0.573,1.338,2.291,3.406,4.522,3.565,2.608
Trial,28,Sim Type,3,Distance Weight,1,Random Seed,420,Min Iterations,1500,Distance cost,0.6581121574693374,Manip Cost,0.1608382072818657,Total cost,0.6252065495958705,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.160056809719089e-05,2.317127614030048e-05
Distance to Last Node,0.0,0.094,0.088,0.05,0.097,0.104,0.084,0.05,0.109,0.035,0.049,0.051
Total Cost,0.0,0.07259,0.14069,0.17917,0.2539,0.33408,0.39856,0.43704,0.52101,0.54807,0.5857,0.62521
Joint 0: ,0.4,0.123,-0.002,-0.122,-0.292,-0.413,-0.452,-0.514,-0.546,-0.562,-0.604,-0.646
Joint 1: ,-1.45,-1.395,-1.244,-1.209,-1.248,-1.175,-1.105,-1.054,-1.295,-1.291,-1.336,-1.38
Joint 2: ,1.0,1.076,0.941,0.994,1.05,1.003,0.825,0.723,0.684,0.715,0.779,0.844
Joint 3: ,-0.4,-0.86,-1.024,-1.125,-1.171,-1.151,-1.072,-1.103,-0.675,-0.659,-0.581,-0.503
Joint 4: ,-0.1,-0.102,-0.071,-0.112,-0.185,-0.213,-0.295,-0.32,-0.446,-0.706,-0.888,-1.069
Joint 5: ,-1.7,-1.57,-1.596,-1.591,-1.774,-1.992,-2.054,-1.894,-2.399,-2.329,-2.252,-2.175
Joint 6: ,0.5,0.205,0.547,0.367,0.063,0.066,0.291,0.496,-0.386,-1.514,-2.492,-3.471
Trial,29,Sim Type,3,Distance Weight,1,Random Seed,435,Min Iterations,1500,Distance cost,0.6716813581275448,Manip Cost,0.44204623939354987,Total cost,0.6380972902211676,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,2.758401305184148e-05,2.614179179e-11,2.996148792463082e-05,3.050205742699429e-05,3.086453985025936e-05,0.0,1.0,1.0,1.0,2.867859705831654e-05,3.048900342548982e-05,2.942626633607355e-05,3.027616614298792e-05,3.090685088658367e-05
Distance to Last Node,0.0,0.05,0.094,0.087,0.049,0.051,0.047,0.047,0.067,0.117,0.024,0.026,0.029,0.055,0.042,0.045
Total Cost,0.0,0.03848,0.11107,0.17766,0.21552,0.2545,0.29042,0.32653,0.37829,0.46844,0.48654,0.50653,0.52885,0.57092,0.6032,0.6381
Joint 0: ,0.4,0.264,0.154,0.071,-0.099,-0.11,-0.122,-0.268,-0.221,-0.453,-0.508,-0.563,-0.619,-0.605,-0.654,-0.703
Joint 1: ,-1.45,-1.4,-1.419,-1.353,-1.406,-1.4,-1.395,-1.288,-1.266,-1.179,-1.267,-1.354,-1.442,-1.447,-1.464,-1.48
Joint 2: ,1.0,1.021,1.083,1.01,1.292,1.368,1.444,1.302,0.991,0.892,1.042,1.191,1.34,1.22,1.304,1.388
Joint 3: ,-0.4,-0.605,-0.523,-0.543,-0.649,-0.728,-0.807,-0.942,-0.814,-0.928,-0.898,-0.868,-0.838,-0.695,-0.596,-0.497
Joint 4: ,-0.1,-0.121,-0.017,-0.114,-0.255,-0.624,-0.993,-0.855,-0.963,-0.846,-0.976,-1.105,-1.235,-1.421,-1.499,-1.577
Joint 5: ,-1.7,-1.65,-1.944,-2.12,-2.079,-2.31,-2.541,-2.286,-2.452,-2.302,-2.406,-2.51,-2.613,-2.494,-2.41,-2.327
Joint 6: ,0.5,0.349,0.322,0.278,-0.555,-1.508,-2.461,-1.505,-0.555,0.187,-1.07,-2.327,-3.584,-4.997,-4.219,-3.44
Trial,30,Sim Type,3,Distance Weight,1,Random Seed,450,Min Iterations,1500,Distance cost,0.6520004285783749,Manip Cost,0.24329958654903916,Total cost,0.6194004071494561,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.690438087361026e-05,0.0,2.950582919e-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.36715453901567e-05
Distance to Last Node,0.0,0.05,0.095,0.1,0.093,0.1,0.084,0.118,0.061,0.032,0.034,0.039
Total Cost,0.0,0.03848,0.11126,0.18791,0.25944,0.33636,0.40137,0.49202,0.53861,0.56318,0.58966,0.6194
Joint 0: ,0.4,0.269,0.079,-0.066,-0.272,-0.294,-0.399,-0.457,-0.563,-0.592,-0.621,-0.65
Joint 1: ,-1.45,-1.427,-1.336,-1.271,-1.209,-1.137,-1.195,-1.085,-1.064,-1.17,-1.277,-1.384
Joint 2: ,1.0,1.037,1.054,1.027,1.025,0.79,0.82,0.676,0.584,0.679,0.773,0.867
Joint 3: ,-0.4,-0.576,-0.785,-0.856,-1.074,-1.0,-0.904,-1.051,-1.067,-0.879,-0.691,-0.503
Joint 4: ,-0.1,-0.096,-0.189,-0.262,-0.326,-0.358,-0.435,-0.925,-0.766,-0.874,-0.982,-1.09
Joint 5: ,-1.7,-1.693,-1.698,-1.797,-1.712,-1.874,-2.125,-1.773,-1.565,-1.771,-1.976,-2.181
Joint 6: ,0.5,0.348,0.056,-0.057,-0.156,0.216,-0.159,-0.778,0.373,-0.907,-2.187,-3.467
Trial,31,Sim Type,3,Distance Weight,1,Random Seed,465,Min Iterations,1500,Distance cost,0.6488455845664585,Manip Cost,0.5711686184974996,Total cost,0.6164033053381355,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,0.0,3.674118419e-11,2.98324410312292e-05,3.131364621982968e-05,3.122093322722478e-05,2.97966728490921e-05,2.99849258123024e-05,2.932237118007118e-05
Distance to Last Node,0.0,0.098,0.1,0.096,0.121,0.099,0.05,0.106,0.042,0.089
Total Cost,0.0,0.07513,0.15173,0.22588,0.31926,0.39539,0.43387,0.5152,0.54756,0.6164
Joint 0: ,0.4,0.159,-0.025,-0.204,-0.382,-0.548,-0.617,-0.748,-0.729,-0.691
Joint 1: ,-1.45,-1.387,-1.326,-1.348,-1.393,-1.492,-1.478,-1.382,-1.418,-1.444
Joint 2: ,1.0,1.026,1.022,1.067,1.284,1.474,1.456,1.286,1.288,1.211
Joint 3: ,-0.4,-0.746,-0.926,-1.027,-1.184,-1.193,-1.138,-1.076,-0.888,-0.498
Joint 4: ,-0.1,-0.119,-0.225,-0.286,-0.51,-0.848,-0.939,-1.117,-1.225,-1.404
Joint 5: ,-1.7,-1.661,-1.682,-1.8,-2.206,-2.391,-2.394,-2.182,-2.291,-2.276
Joint 6: ,0.5,0.26,0.023,-0.271,-1.043,-1.701,-1.732,-1.031,-2.047,-3.439
Trial,32,Sim Type,3,Distance Weight,1,Random Seed,480,Min Iterations,1500,Distance cost,0.669924761224298,Manip Cost,0.49771407345885943,Total cost,0.6364285231630831,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,2.817732377352237e-05,2.772470295e-11,0.0,1.0,2.796516309081486e-05,3.00102835742659e-05,2.833773476216446e-05,2.609448396416522e-05,2.33304498171184e-05,2.01071981845834e-05,1.649648360107193e-05,1.913369194127092e-05,2.157572154314464e-05,2.379549241127412e-05,2.576832621168808e-05,2.747223319731781e-05,2.888816622778996e-05
Distance to Last Node,0.0,0.099,0.123,0.089,0.123,0.078,0.062,0.061,0.014,0.015,0.016,0.018,0.019,0.017,0.017,0.018,0.018,0.019,0.02
Total Cost,0.0,0.07648,0.17114,0.23936,0.3339,0.39376,0.44171,0.48875,0.49932,0.51091,0.52354,0.53722,0.55193,0.56513,0.5785,0.59218,0.60631,0.62101,0.63643
Joint 0: ,0.4,0.107,0.076,-0.114,-0.234,-0.296,-0.356,-0.416,-0.418,-0.42,-0.423,-0.425,-0.428,-0.471,-0.514,-0.557,-0.601,-0.644,-0.687
Joint 1: ,-1.45,-1.272,-1.516,-1.315,-1.312,-1.3,-1.396,-1.493,-1.472,-1.451,-1.43,-1.409,-1.388,-1.396,-1.405,-1.413,-1.421,-1.429,-1.438
Joint 2: ,1.0,0.877,1.108,1.11,1.171,0.968,1.117,1.266,1.125,0.984,0.843,0.701,0.56,0.663,0.765,0.868,0.971,1.073,1.176
Joint 3: ,-0.4,-1.009,-0.511,-0.78,-0.75,-0.812,-0.686,-0.559,-0.547,-0.536,-0.525,-0.513,-0.502,-0.501,-0.501,-0.5,-0.5,-0.499,-0.499
Joint 4: ,-0.1,-0.035,-0.167,-0.577,-0.754,-0.712,-0.985,-1.259,-1.165,-1.071,-0.976,-0.882,-0.788,-0.885,-0.982,-1.079,-1.176,-1.273,-1.371
Joint 5: ,-1.7,-1.272,-2.166,-1.723,-2.09,-2.186,-2.396,-2.606,-2.561,-2.516,-2.47,-2.425,-2.38,-2.361,-2.342,-2.323,-2.304,-2.285,-2.266
Joint 6: ,0.5,0.946,0.065,-1.16,-1.141,-0.44,-1.223,-2.006,-0.724,0.557,1.839,3.12,4.402,3.095,1.787,0.48,-0.827,-2.134,-3.442
Trial,33,Sim Type,3,Distance Weight,1,Random Seed,495,Min Iterations,1500,Distance cost,0.6533175822234513,Manip Cost,0.14839548414389342,Total cost,0.6206517031122787,Object Reduction,0.02,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.12831694876158e-05,2.401876968603701e-05
Distance to Last Node,0.0,0.05,0.121,0.092,0.05,0.095,0.115,0.05,0.106,0.028,0.031,0.033,0.036
Total Cost,0.0,0.03848,0.13154,0.20267,0.24115,0.31445,0.40271,0.44119,0.52277,0.54412,0.56776,0.593,0.62065
Joint 0: ,0.4,0.22,-0.002,-0.193,-0.292,-0.368,-0.391,-0.429,-0.46,-0.517,-0.562,-0.607,-0.652
Joint 1: ,-1.45,-1.361,-1.21,-1.268,-1.187,-1.098,-1.059,-1.048,-1.201,-1.253,-1.298,-1.342,-1.386
Joint 2: ,1.0,1.036,1.011,1.125,1.04,0.866,0.591,0.526,0.391,0.523,0.643,0.764,0.884
Joint 3: ,-0.4,-0.767,-1.06,-1.153,-1.291,-1.336,-1.282,-1.228,-0.884,-0.8,-0.701,-0.602,-0.503
Joint 4: ,-0.1,-0.054,-0.099,-0.198,-0.186,-0.228,-0.341,-0.375,-0.52,-0.679,-0.821,-0.963,-1.105
Joint 5: ,-1.7,-1.528,-1.57,-1.714,-1.62,-1.727,-1.793,-1.848,-2.184,-2.222,-2.21,-2.198,-2.186
Joint 6: ,0.5,0.545,0.539,0.099,0.279,0.486,0.827,0.859,0.723,-0.464,-1.465,-2.465,-3.465
